date,close,open,high,low,volume
2010-08-10,9.264634,9.280348,9.301776,9.198205,451918071.918072
2010-08-11,8.935348,9.121419,9.131777,8.921777,620052892.052892
2010-08-12,8.992491,8.810348,9.039277,8.789991,534919870.919871
2010-08-13,8.89642,8.987491,8.995705,8.896063,354866894.866895
2010-08-16,8.844277,8.842134,8.92892,8.807848,318427714.427714
2010-08-17,8.99892,8.93142,9.093919,8.899991,422649306.649307
2010-08-18,9.038205,9.012848,9.095348,8.984991,339696031.696032
2010-08-19,8.924277,9.029991,9.052848,8.88142,426705334.705335
2010-08-20,8.915705,8.906777,9.068562,8.892848,384229208.229208
2010-08-23,8.778563,8.992491,8.999991,8.75892,414067662.067662
2010-08-24,8.56892,8.666777,8.678563,8.523206,602553434.553435
2010-08-25,8.674634,8.50142,8.71392,8.47142,596865508.865509
2010-08-26,8.58142,8.766063,8.776777,8.581341,466503678.503679
2010-08-27,8.629277,8.63392,8.664634,8.412849,548586852.586853
2010-08-30,8.660706,8.598563,8.776777,8.595709,383287959.287959
2010-08-31,8.682134,8.637491,8.734277,8.58392,420786828.786829
2010-09-01,8.940348,8.838205,8.980705,8.795705,697035917.035917
