date,close,open,high,low,volume
2013-07-15,15.265699,15.178913,15.40927,15.171413,242172662.172662
2013-07-16,15.364092,15.232842,15.382485,15.148913,216537684.537685
2013-07-17,15.368199,15.346413,15.436413,15.293556,199056455.056455
2013-07-18,15.419913,15.477842,15.531056,15.378913,219043491.043491
2013-07-19,15.176771,15.467842,15.49927,15.155342,268779128.779129
2013-07-22,15.225342,15.337842,15.348199,15.195271,207990591.990592
2013-07-23,14.963914,15.214271,15.248556,14.953914,369393981.393981
2013-07-24,15.732484,15.676056,15.878198,15.544984,592055888.055888
2013-07-25,15.660699,15.73927,15.76427,15.564627,229682773.682774
2013-07-26,15.749627,15.546413,15.751413,15.512127,200275212.275212
2013-07-29,15.992484,15.742841,16.071055,15.721413,248441448.441448
2013-07-30,16.189984,16.069984,16.326769,16.043913,309422569.422569
2013-07-31,16.16177,16.249627,16.333644,16.051055,322957726.957727
2013-08-01,16.309841,16.276866,16.314269,16.187841,206249494.249494
2013-08-02,16.519269,16.357484,16.530341,16.309269,274781578.781579
2013-08-05,16.766055,16.596055,16.809626,16.505341,318854686.854687
2013-08-06,16.616055,16.714983,16.853197,16.506055,334914494.914495
2013-08-07,16.606412,16.564269,16.678555,16.491769,298856170.856171
2013-08-08,16.464626,16.566233,16.574983,16.355341,255999607.999608
2013-08-09,16.230341,16.379984,16.444984,16.20177,267621103.621104
