Instrument,Company Common Name,ISIN,Exchange Name,GICS Sector Name,GICS Industry Name,Company Market Cap,Currency,Price Close,Volume,P/E (Daily Time Series Ratio),Pretax ROE Total Equity %,Revenue,Net Income Incl Extra Before Distributions,Total Assets,Total Debt
AAPL.O,Apple Inc,US0378331005,Consolidated Issue Listed on Nasdaq Global Select Market,Information Technology,"Technology Hardware, Storage & Peripherals",4109006116320,USD,280.14,79915442,35.5910045495605,203.1312412479,416161000000,112010000000,359241000000,99887000000
