Instrument,Company Common Name,Company Market Cap,Currency,Price Close,Volume,Exchange Name,ISIN,GICS Sector Name,GICS Industry Name,Revenue,Net Income Incl Extra Before Distributions,Total Assets,Total Debt,Pretax ROE Total Equity %,P/E (Daily Time Series Ratio)
ITC.NS,ITC Ltd,3692363898580.7,INR,294.7,22179022,National Stock Exchange of India,INE154A01025,Consumer Staples,Tobacco,816127800000,347466300000,880906800000,2848400000,37.2595677025,18.1263047310455
