Instrument,Company Common Name,ISIN,Exchange Name,GICS Sector Name,GICS Industry Name,Company Market Cap,Currency,Price Close,Volume,P/E (Daily Time Series Ratio),Pretax ROE Total Equity %,Revenue,Net Income Incl Extra Before Distributions,Total Assets,Total Debt
ITC.NS,ITC Ltd,INE154A01025,National Stock Exchange of India,Consumer Staples,Tobacco,3692363898580.7,INR,294.7,22179022,18.1263047310455,37.2595677025,816127800000,347466300000,880906800000,2848400000
